label,text
0,Với tầm giá này mà Vivo không ổn vậy là không đáng tiền.
0,Dẫn bố đi ăn pizza mà bạn bè chê quá kém quá.
1,"LG nhẹ quá, xài vài tháng rồi vẫn nhanh."
1,"Mình rất thích hải sản ở đây, quán phục vụ ngon tuyệt, đồ ăn cuốn hút."
0,"Xiaomi thiết kế yếu, hệ điều hành thì hết pin nhanh."
0,"Mình rất thất vọng với iPad, thiết kế chậm, hay bị hết pin nhanh."
0,Cả đời này tôi không báo giờ cầm đến ss vì ghét nhất camera lồi thấy gớm. Lồi ít hay nhiều vẫn là lồi.
1,"Mới tậu con Dell này về, tốt cực kỳ luôn."
1,trải nghiệm Màn hình thấy cực kỳ tốt
1,"Mình rất thích sushi ở đây, quán phục vụ rất ngon, đồ ăn chất lượng."
0,Mới mua con Huawei này về mà thấy kém cực kỳ.
0,Màn hình không hoàn hảo
0,"Không thể chấp nhận được Surface, quá lag."
1,"Đẹp, phải nói là rất đẹp! Từ khi mua lại mảng phần cứng của Nokia, Microsoft đã cho thấy tham vọng của họ lớn đến chừng nào, MS đang từng bước thoát ra khỏi ""lớp vỏ"" của 1 nhà chuyên sản xuất phần mềm."
1,"LG thiết kế mỏng, màn hình đẹp."
1,"ko xét về độ sáng Chỉ xét về màu sắc thì màu của em Xmax ""thật"" hơn S7 rất nhiều ko biết bài này có dìm S7 ko, dù biết rằng xưa giờ SS màu trên đt rất đẹp - mà khi xem trên máy tính thì ko đẹp và ảo bây giờ thì thấy rất rõ ràng"
1,Quán này cà phê là tươi nhất rồi.
1,Camera này vô cùng đẹp
1,"Món pizza ngon hết sẩy, gia vị vừa miệng."
0,"Con Huawei này dùng nóng, pin hết pin nhanh."
0,Dẫn bạn bè đi ăn pizza mà con chê thiu quá.
0,Thua 1100
0,"Món bánh xèo vị ngấy, không đáng tiền tí nào."
1,Quán này gỏi cuốn là sạch sẽ nhất rồi.
0,"Không thể chấp nhận được Xiaomi, quá lỗi."
1,"Món cơm tấm vị chất lượng, gia vị làm rất vừa miệng."
0,Với tầm giá này mà Vivo nặng vậy là không đáng tiền.
1,"Mua Realme cho mẹ dùng, đồng nghiệp khen ngon lành."
1,"Cái này nên mua, đẹp quá. Giải trí tốt, làm việc nhẹ được, đúng phong cách quý tộc. Cái này dành cho sếp, nhân viên thường phải làm việc thường xuyên thì phải dùng Win cho bỗ bã."
1,"Mua Asus cho bố dùng, em trai khen bền."
0,"Không thể chấp nhận được món mì xào này, quá tanh."
0,Mới ăn thử nướng ở đây mà thấy khét cực kỳ.
1,"Vừa mua em này cho con S6 nhà em, công nhận tốc độ nhanh kinh thật"
0,Lại có cả nắm virus đang ngủ đông trong ấy .
1,Với tầm giá này thì Macbook là tốt nhất rồi.
1,Điện thoại này thật sự êm
0,17 triệu ư? Với giá đó thì HTC tiếp tục chết!
1,"Món nem cuốn ngon hết sẩy, gia vị quá đã."
1,"Không có gì để chê ở món cà phê này, quá xuất sắc."
1,Quán này pizza là xuất sắc nhất rồi.
1,"AirPods phù hợp quá, xài cả năm rồi vẫn rất bền."
0,Dẫn con đi ăn hải sản mà chồng chê không tươi quá.
0,"""Táo"" cạn kiệt ý tưởng , không qua nổi 5S thần thánh !"
1,"Mới ăn thử bánh mì ở đây, vị tươi lắm luôn."
1,Máy này khá đẹp
0,"Hàng Trung Quốc , tôi không dùng , gia đình , người thân tôi không dùng"
0,Mới mua con LG này về mà thấy lag cực kỳ.
0,Thiết kế không bền
0,"Món bún chả ở quán này khó ăn quá, ăn mấy ngày là thấy nhạt nhẽo."
1,"Cỡ màn hình bự bự thì chọn mấy con samsung đó, coi nó nét căng, ko bị giật giật hay nhẽo hình như một số loại khác."
0,Quán này đồ ăn đắng vậy là không đáng tiền.
0,"Con Samsung này dùng kém, pin quá cùi."
0,Mua AirPods về dùng thử mà thấy kém quá.
0,Mua Vivo về dùng thử mà thấy mờ quá.
0,"Không thể chấp nhận được món kem này, quá khó ăn."
1,"Món nướng vị thơm, phục vụ làm rất chuẩn vị."
0,Không thể xấu hơn được nữa.
1,"Món cơm tấm vị chất lượng, decor làm rất tuyệt vời."
0,Màn hình hơi kém
1,"Mua Sony cho bố dùng, vợ khen ổn định."
0,con mobiistar chụp raw còn đẹp chứ ảnh jpg trông xử lí thấy gớm
1,"Dẫn con đi ăn gỏi cuốn, chồng khen chất lượng."
1,"Mới ăn thử vịt quay ở đây, vị quá đã lắm luôn."
0,"Mình rất thất vọng với gà rán, topping nguội ngắt, đồ ăn dai quá."
1,"Mới ăn thử phở ở đây, vị thơm lắm luôn."
1,"Mua Surface cho con dùng, vợ khen nhẹ."
0,"Mặt sau giống ss nút home cũng giống ss , htc hết ý tưởng rồiGiá cao hơn con S7 kiểu này ế lại xả hàng thôi"
1,"Món cơm tấm vị béo, phục vụ làm rất đặc sắc."
1,Với tầm giá này thì Lenovo là nhanh nhất rồi.
0,camera đã xấu nay còn xấu gấp đôi...
0,Mới mua con Samsung này về mà thấy yếu cực kỳ.
0,"Con Acer này dùng nóng, pin quá đơ."
0,Dẫn người yêu đi ăn sushi mà bạn bè chê chán quá.
0,Mạng khá cùi
0,"Mình rất thất vọng với Nokia, camera mờ, hay bị chậm vãi."
0,Thiết kế thật sự chậm
1,"Mình rất hài lòng với LG, wifi xuất sắc, vô đối."
0,"Mình rất thất vọng với bún chả, decor khét, đồ ăn quá dở."
0,"Không thể chấp nhận được món hải sản này, quá nhạt."
1,"Món cà phê vị ngon tuyệt, đồ ăn làm rất vừa vị."
0,"Realme lởm quá, xài vài tháng là thấy yếu xìu."
1,Quán này bánh mì là hấp dẫn nhất rồi.
0,"Thiết kế đẹp...nhưng android mà ram 1GB thì chán lắm,giật tung toé."
0,Với tầm giá này mà Xiaomi loạn vậy là không đáng tiền.
0,Mua Macbook về dùng thử mà thấy quá tệ quá.
0,"Không thể chấp nhận được món hải sản này, quá khét."
0,"Asus nóng quá, xài một tháng là thấy giật lag."
0,Giá cực kỳ nhanh hỏng
0,"Lenovo thiết kế lag, vân tay thì không đáng tiền."
1,Đẹp quá..!
1,Đợi em nó từ lâu rồi. anh sẽ cưới em nhỏ nhắn đáng yêu này.
1,"Mua Surface cho bạn bè dùng, em gái khen nhẹ."
0,"thế thì quất thôi, chứ con miband 1s của e bên ios hỗ trợ tệ quá ko có chức năng j"
1,Con này chưa biết độ bền thế nào ( mới xài hơn 2 tháng) nhưng thấy rất ok chỉ hơn 100k mà chất lượng hơn cả mong đợi. Các bác nhớ cắm cục nguồn 1A thôi nha 2A ko đảm bảo.
1,"Rất hữu ích, những người làm việc văn phòng nên mua khi hạ giá"
1,Quán này gà rán là vừa miệng nhất rồi.
0,Giá hơi chậm
1,Quán này mì xào là tươi nhất rồi.
1,"Mới ăn thử gà rán ở đây, vị thơm lắm luôn."
1,"Mình rất hài lòng với AirPods, bàn phím ngon lành, mượt."
1,"Không có gì để chê ở món lẩu này, quá ngon tuyệt."
1,"Không có gì để chê ở món gà rán này, quá ngon tuyệt."
0,"Gia vị món hải sản quá tanh, ăn không vô."
1,"Nokia ấn tượng quá, xài hơn nửa năm rồi vẫn vô đối."
0,"Macbook thiết kế lởm, màn hình thì quá cùi."
0,Với tầm giá này mà iPad lag vậy là không đáng tiền.
1,"Dẫn con đi ăn bún bò, vợ khen béo."
0,Sự suy tàn của Apple... nhìn thấy Nokia xuống đà thì Apple cũng đi theo thôi.
1,Vừa mua xong quá đẹp
0,"Tuyệt đối không nên mua tivi của Samsung. Cách đây 2 năm mình mua tivi Samsung 40 inches, UA40F5000ARXXV, bảo hành 2 năm, vừa hết 2 năm 1 tháng là tivi bị hư dàn đèn led, phải mang đi sửa mất 2,5tr"
0,"Mình rất thất vọng với hải sản, gia vị ngấy, đồ ăn chán phèo."
0,"Món vịt quay ở quán này nhạt quá, ăn vài tháng là thấy chán phèo."
1,"Macbook tuyệt vời quá, xài hơn nửa năm rồi vẫn tốt."
1,"Mình rất thích mì xào ở đây, quán phục vụ vừa vị, đồ ăn cuốn hút."
1,Quán này bún chả là cuốn hút nhất rồi.
0,"iPhone loạn quá, xài một tuần là thấy lag lòi."
1,Thiết kế này khá tốt
0,Với tầm giá này mà Huawei chậm vậy là không đáng tiền.
1,Với tầm giá này thì Sony là ổn định nhất rồi.
1,Với tầm giá này thì Oppo là cao cấp nhất rồi.
1,"Không có gì để chê ở món pizza này, quá ngon."
0,Mua iPad về dùng thử mà thấy bình thường quá.
1,"Vivo nhẹ quá, xài hơn nửa năm rồi vẫn ok lắm."
0,Thiết kế chả tốt
1,"Apple Watch mạnh quá, xài mấy ngày rồi vẫn mượt."
0,Dẫn vợ đi ăn mì quảng mà người yêu chê quá dở quá.
0,Mới mua con Huawei này về mà thấy chán cực kỳ.
0,"Không thể chấp nhận được Huawei, quá lag."
1,"Không có gì để chê ở món bánh xèo này, quá đặc sắc."
0,Điện thoại thật sự dở
0,Mới ăn thử nem cuốn ở đây mà thấy nguội ngắt cực kỳ.
0,Hốt thì có..... thấy oppo là mệt mỏi.
0,"Gia vị món mì quảng quá quá tệ, ăn không vô."
1,Máy này vô cùng hoàn hảo
1,"Mình rất hài lòng với Macbook, loa sang trọng, nhanh."
0,"Mình rất thất vọng với mì xào, nước chấm khó ăn, đồ ăn khô khốc."
0,"Từ khi Steve Jobs qua đời, cái Iphone và hệ điều hành IOS bị Tim Cook biến hóa khôn lường, chắc Apple đã hết ý tưởng cho các thế hệ Iphone mới rồi"
1,Nhìn hoàn thiện có vẻ đc nhỉ
0,"Gia vị món lẩu quá khó ăn, ăn không vô."
1,Thấy ok rồi đó
0,"Acer thiết kế quá tệ, camera thì chậm vãi."
1,"Dẫn người yêu đi ăn bánh mì, con khen ngon tuyệt."
0,"Xong rồi, hợp tác với TCL coi như ném thương hiệu xuống sông."
1,"Oppo xuất sắc quá, xài một tháng rồi vẫn bình thường."
1,Điện thoại này thật sự ngon
0,"iPad thiết kế lỗi, màn hình thì vô dụng."
0,Với tầm giá này mà iPhone chậm vậy là không đáng tiền.
0,Mới ăn thử lẩu ở đây mà thấy thiu cực kỳ.
0,"Mình rất thất vọng với mì xào, decor chua, đồ ăn khó nuốt."
0,Mới ăn thử bánh mì ở đây mà thấy không tươi cực kỳ.
0,"Dell thiết kế chậm, hệ điều hành thì kém quá."
1,"Mình rất hài lòng với HP, pin xuất sắc, tuyệt vời."
1,Chất lượng này vô cùng tốt
1,"lên 1.90 đi bác, bảo đảm pin chờ và cam chụp tốt khá bất ngờ luôn. Mình đang dùng Rom Viper10 bản mod đủ thứ mà pin quá đã."
1,cũng đc
1,"Mới tậu con Nokia này về, nhẹ cực kỳ luôn."
1,Loa này thật sự đẹp
1,"Apple Watch tốt quá, xài một thời gian rồi vẫn vẫn mượt."
0,"Không thể chấp nhận được món nướng này, quá ôi."
1,"Asus ổn định quá, xài suốt mấy tháng rồi vẫn ok lắm."
0,"Không thể chấp nhận được HP, quá lag."
1,Quán này gà rán là quá đã nhất rồi.
0,Với tầm giá này mà iPhone yếu vậy là không đáng tiền.
0,"Mình rất thất vọng với bún bò, đồ uống quá kém, đồ ăn khó nuốt."
1,Với tầm giá này thì Sony là phù hợp nhất rồi.
1,"Dell thiết kế hoàn hảo, chip bình thường."
1,Giá quá ngon máy đẹp bền cấu hình cao
0,"iPad quá tệ quá, xài một tháng là thấy nóng máy."
0,"Món cơm tấm vị chán, không đáng tiền tí nào."
1,hàng ngon thời thượng
1,"Con Apple Watch này dùng mạnh, pin dùng rất sướng."
0,"Con Realme này dùng tệ, pin rất tệ."
1,"Mình rất hài lòng với Surface, camera đáng tiền, hoạt động tốt."
1,Diem + cho ifone 7 la bo dung luong 16gb va thay the bang 32gb
0,Xấu... xấu... xấu... quá xấu!
1,"Dẫn chồng đi ăn gà rán, người yêu khen đặc sắc."
0,"Gia vị món nem cuốn quá đắng, ăn không vô."
0,Camera chưa xuất sắc
0,Của TQ đó bạn. Mình k bao giờ cài pm đó. Nếu đã cài rồi thì gỡ cũng rất khó. Mình đã gỡ cho vài người bạn. Bạn nên xài avast thì tốt hơn.
0,"iPhone thiết kế tệ, vân tay thì vô dụng."
1,Sản phẩm này thật sự đẹp
0,"Mình rất thất vọng với vịt quay, món ăn chua lè, đồ ăn chua loét."
0,"Bác nào có cảm nhận giống mình ko vậy? Font chữ nhỏ, hiển thị trên trình duyệt font bị lỗi hay sao ấy mà khi gõ chữ trong tìm kiếm Google đều hiện chữ to chữ nhỏ nhìn rất khó chịu. Cảm nhận đầu tiên khi nâng cấp bản Win 10 Anniversary này là ko thiện cảm rồi. Hối hận khi update quá đi"
1,"Món mì xào vị ngon miệng, đồ ăn làm rất vừa miệng."
1,đẹp
0,"Sony thiết kế yếu, sạc thì quá chán."
1,"AirPods tốt quá, xài cả tuần rồi vẫn tuyệt vời."
0,"Con AirPods này dùng nóng, pin kém quá."
0,"Dell thiết kế bình thường, thiết kế thì nóng máy."
0,Thấy gớm
0,"Món mì xào vị khô, không đáng tiền tí nào."
0,Sản phẩm quá chậm
0,Máy ít xịn
0,mới ra tiệm tính mua test thử trên Z3 tối gốc nặng quá nên thôi đi về
1,"Món bún bò vị thơm, nước chấm làm rất vừa miệng."
0,Dẫn đồng nghiệp đi ăn bánh xèo mà con chê chua lè quá.
1,"Mua HP cho mẹ dùng, bạn bè khen tuyệt vời."
1,"Dẫn vợ đi ăn nem cuốn, em gái khen rất ngon."
1,"Món cà phê ở quán này tươi cực kỳ, ăn một tuần vẫn ghiền."
0,minh mua 1 cai gionee S5.5 duoc 5 thang hong khong biet sua ơ dau. cạch den gia luon
1,"Con Dell này dùng xuất sắc, pin phê lắm."
1,"Macbook thiết kế nhẹ, camera vô đối."
0,"Mình rất thất vọng với HP, màn hình lag, hay bị rất tệ."
1,thiết kế khá đẹp
0,Dẫn đồng nghiệp đi ăn bún chả mà bạn bè chê tanh quá.
1,siêu thị điện thoại bán đấy. Loại này nhỏ gọn dùng rất tiện lợi
0,"Gắn bó với 3 đời LG: LG G xách tay (mua hơn 10 tr): điểm chết màn hình, Gpro xách tay (hơn 8tr): mốc mà hình, LG G2 chính hãng(11tr) loạn cảm ứng. Nghe nói dạo này G4 còn bị bệnh chết main, thật ko thể hiểu nổi chất lượng hoàn thiện của LG nữa"
0,"Macbook bình thường quá, xài một tuần là thấy nóng máy."
1,cứ cả bộ cho chắc các bác ạ.nói chung con nào cũng ngon cả nhưng chụp fuji vẫn thích hơn.
1,"Dẫn bạn bè đi ăn pizza, em trai khen xuất sắc."
1,"Con Oppo này dùng ấn tượng, pin rất bền."
0,với tui nó là con virus không hơn không kém :))
0,Với tầm giá này mà Surface chậm vậy là không đáng tiền.
1,Ngày xưa mình hay đợi iphone mới ra mua bây giơ iphone không còn thu vi nữa... đang sài s7 edge rất thích mà giờ thấy NOTE 7 ngon wa chất phải đổi nữa wa...
0,Pin thật sự nóng
1,"Món gà rán vị thơm, decor làm rất vừa vị."
1,"AirPods sang trọng quá, xài mấy ngày rồi vẫn trâu."
0,Cứ cái kiểu bo bo tròn tròn như dòng iphone6 nhìn giống đồ nhựa. Xấu không thể tin được đó là thiết kế của Apple!
0,Mặt trước Bắt chước samsung nhiều quá. Phím home không cân xứng nhìn rất vô duyên.
0,"Không biết mọi người dùng thế nào, riêng tôi:-Hiệu năng thì được trong tầm giá-Pin 1,5 ngày với sử dụng bình thường, không nhiều tác vụ nặng-Sim 2 hay bị trục trặc. Máy tớ đã bị chết sim 2 sau khi mua 3 tháng. Giờ dùng 1 sim.Tổng thể ok so giá với hiệu năng đáp ứng tốt các nhu cầu giải trí và công việc."
0,Mới mua con Huawei này về mà thấy lỗi cực kỳ.
1,"Không có gì để chê ở món pizza này, quá vừa vị."
1,"Mới ăn thử trà sữa ở đây, vị xuất sắc lắm luôn."
0,"Gia vị món trà sữa quá khô, ăn không vô."
0,"Mình đã có hết những thứ này, trừ cái quạt vô bổ kia :(."
1,"Thế với giá tiền ấy bạn muốn thế nào? Âm thanh và hình ảnh thì quá ổn, riêng pin của lumia dù 2000mAh nhưng phải tương đương với 1 máy khoảng 3000~3500 của dòng máy khác. Còn vấn đề ứng dụng thì đương nhiên là do lựa chọn của mỗi người rồi, với những người ít thời gian giải trí thì lumia không phải là lựa chọn tốt, nhưng khi đã xác định nhu cầu của mình rồi và chọn lumia thì không có lý do gì lại ca thán về vấn đề ít nhu cầu giải trí, trong khi các phần mềm cơ bản lướt web, chat, xem phim, nghe nhạc cũng tạm đáp ứng được người dùng. Quan trọng là phải biết nhu cầu của mình đến đâu và cần ở mỗi dòng máy ứng dụng gì chứ không phải để khoe."
1,"Giá hấp dẫn quá, bác nào bán e đặt gạch luôn này"
0,Mới mua con Apple Watch này về mà thấy quá tệ cực kỳ.
0,"Gia vị món bún chả quá khó ăn, ăn không vô."
1,Với tầm giá này thì Macbook là đẳng cấp nhất rồi.
0,Dẫn con đi ăn hải sản mà em gái chê quá tệ quá.
0,"Món gà rán ở quán này chua lè quá, ăn hơn nửa năm là thấy nhạt nhẽo."
1,"Không có gì để chê ở Vivo, quá mượt mà."
0,Chất lượng ít xuất sắc
0,Y như lenovo vibe p1. Màn hình đã mờ còn bảo vệ mắt. Pin càng lớn nhìn dt càng thô chứ có j đâu.
1,"Món nem cuốn ngon hết sẩy, gia vị giòn."
0,Mình cảm thấy mầu hơi ảm đạm. Ko bằng trên Samsung S7
1,"Mới ăn thử nướng ở đây, vị chất lượng lắm luôn."
0,Chán Sony vì bảo hành lắm rồi
1,"Không có gì để chê ở Xiaomi, quá ngon lành."
0,Mới ăn thử mì xào ở đây mà thấy chua cực kỳ.
0,"Con AirPods này dùng giật, pin quá đơ."
1,"Món lẩu ở quán này hấp dẫn cực kỳ, ăn vài tháng vẫn ghiền."
1,"Món mì quảng ở quán này ngon tuyệt cực kỳ, ăn suốt mấy tháng vẫn ghiền."
0,"Không thể chấp nhận được món vịt quay này, quá quá kém."
1,"Món bún chả vị chất lượng, decor làm rất ngon tuyệt."
1,"Dell sang trọng quá, xài cả tuần rồi vẫn tuyệt vời."
0,"Không thể chấp nhận được HP, quá loạn."
1,xài Thiết kế thấy vô cùng xịn
1,Iphone 4s lên 9.3.2 chạy ầm ầm nè. Chỉ để nghe gọi thôi. Mua 6s plus để giải trí
1,Tuyệt đẹp và chất lượng.
0,"Sai lầm của HTC cứ lặp đi lặp lại là giá quá chát, lại ra sau các đối thủ... thật chẳng hiểu HTC sao không nhận ra điều đó"
1,"Không có gì để chê ở Macbook, quá xuất sắc."
1,"Mới tậu con Apple Watch này về, đẳng cấp cực kỳ luôn."
1,"LG tốt quá, xài vài tháng rồi vẫn dùng rất sướng."
0,"Gia vị món nem cuốn quá khét, ăn không vô."
1,"Con LG này dùng hoàn hảo, pin tuyệt vời."
1,"Tính ra con này còn ngon hơn cả Zen Laser. Sở hữu hầu hết các đặc điểm của Zen Laser mà còn thêm cả dung lượng pin cực lớn. Đảm bảo những người có công việc thường xuyên đi lại, gặp gỡ khách hàng sẽ thích ngay"
1,"Oppo sắc nét quá, xài vài hôm rồi vẫn trâu."
0,"Mình rất thất vọng với Asus, hiệu năng quá kém, hay bị lag lòi."
1,Với tầm giá này thì Huawei là nhanh nhất rồi.
1,Quán này bún chả là thơm nhất rồi.
0,Thiết kế chả xịn
0,Mới ăn thử phở ở đây mà thấy chua lè cực kỳ.
0,Với tầm giá này mà Vivo chậm vậy là không đáng tiền.
1,"Món nướng ngon hết sẩy, gia vị chuẩn vị."
0,Khong nen mua Sony.... che do bao hanh qua kem. Qua tiec cho mot thuong hieu Nhat.
0,"Macbook yếu quá, xài vài hôm là thấy nhanh tã."
1,Quán này cơm tấm là chuẩn vị nhất rồi.
1,"Vivo thiết kế tuyệt vời, bộ nhớ tốt."
0,"Mình rất thất vọng với Lenovo, bộ nhớ mờ, hay bị chậm vãi."
0,"Gia vị món hải sản quá ôi, ăn không vô."
0,Với tầm giá này mà Apple Watch quá tệ vậy là không đáng tiền.
1,"Món gà rán ở quán này quá đã cực kỳ, ăn vài hôm vẫn ghiền."
1,"Mới tậu con iPhone này về, mượt mà cực kỳ luôn."
0,"Con Sony này dùng quá kém, pin không xài được."
1,"Dẫn người yêu đi ăn nướng, mẹ khen quá đã."
1,"Mới ăn thử phở ở đây, vị giòn lắm luôn."
1,"Mua iPhone cho mẹ dùng, mẹ khen ngon lành."
0,"Món nướng vị chua, không đáng tiền tí nào."
0,Mới ăn thử kem ở đây mà thấy chán cực kỳ.
1,"Dẫn chồng đi ăn hải sản, mẹ khen tuyệt vời."
0,"Gia vị món bún bò quá chán, ăn không vô."
0,Mua Xiaomi về dùng thử mà thấy lỗi quá.
0,"Món bánh mì vị ôi, không đáng tiền tí nào."
0,"Vivo thiết kế đơ, chip thì chán hẳn."
1,"Realme cao cấp quá, xài suốt mấy tháng rồi vẫn bình thường."
0,Thiết kế hơi lag
1,Quán này cơm tấm là béo nhất rồi.
0,"Món vịt quay ở quán này tanh quá, ăn cả tuần là thấy không đáng tiền."
1,"Món bánh mì ngon hết sẩy, gia vị quá đã."
0,Mua Dell về dùng thử mà thấy lỗi quá.
0,"Realme không ổn quá, xài một tháng là thấy chậm vãi."
0,giá này thì ai mua nhễ
0,ĐỢI IP 8 RA RỒI MUA LUÔN CHO NÓ THAY ĐỔI KIỂU DÁNG CHỨ NHÌN KIỂU NÀY CHÁN QUÁ.....
0,"Con iPhone này dùng mờ, pin quá cùi."
1,Sản phẩm này khá mượt mà
0,Pin không tuyệt vời
1,"Không có gì để chê ở món vịt quay này, quá đặc sắc."
0,thế thì ko mua
0,"Đã đập Lumia730 vì cái góc không bo tròn, để nhọn, cầm đau lòng bàn tay. Nay thêm ông ngớ ngẩn"
0,"Macbook yếu quá, xài suốt mấy tháng là thấy loạn cảm ứng."
1,Với tầm giá này thì Samsung là sang trọng nhất rồi.
0,Với tầm giá này mà Apple Watch kém vậy là không đáng tiền.
0,"Mình rất thất vọng với phở, đồ ăn chán, đồ ăn quá dở."
1,Với tầm giá này thì Sony là tốt nhất rồi.
0,Mua LG về dùng thử mà thấy lỗi quá.
1,"Không có gì để chê ở Acer, quá bền."
1,Pin này thật sự đẹp
0,Sản phẩm ít mượt mà
0,"Huawei thiết kế chán, bộ nhớ thì quá đơ."
1,"hoho toàn các ông bần nông đi wai tàu ăn mỳ tôm đi chửi và bắt bẻ một người sử dụng AW với đầy đủ chức năng của nó đang sống ở Mỹ. anw nếu cái thanh toán điện tử ở VN tốt hơn nữa thì việc sử dụng AW ở nước mình quá tiện luôn. em cũng thích đi tập gym dùng một cái smartwatch như thế này hơn là phải vác theo một cái điện thoại đi, to và dễ rơi lắm - mà em lại ko thích xài cái dây buộc buộc vào bắp tay hay giắt đt vào đít )"
1,"Dẫn bạn bè đi ăn pizza, bố khen xuất sắc."
1,"Mới ăn thử vịt quay ở đây, vị tuyệt vời lắm luôn."
0,"Mình rất thất vọng với bún bò, gia vị khó ăn, đồ ăn rất chán."
1,"35F2 ạ, rẻ tiền, nhanh và êm nữa. Bokeh chắc không kém bạn 35F1.4 là mấy"
0,"Không thể chấp nhận được món vịt quay này, quá dở."
1,hì ngon
1,"Oppo thiết kế sang trọng, pin không lỗi lầm."
1,"Không có gì để chê ở Sony, quá mỏng."
1,"Món trà sữa ngon hết sẩy, gia vị đặc sắc."
1,"Tivi Hàn thì chọn SS.... nếu so sánh 2sp cùng phân khúc mới thấy SS đag tiền hơn LG. Hình ảnh ko nói vì mỗi hãng có 1 cộng nghệ, thuật toán riêng nhưng về cấu trúc thiết kế, vật liệu thiết kế thì SS lúc nào cũng chu đáo hơn!"
1,Dịch vụ này cực kỳ êm
0,"Món bún bò vị nhạt, không đáng tiền tí nào."
0,"Con Vivo này dùng quá tệ, pin không xài được."
0,Màn hình thật sự chán
1,note cang ngay cang dep
0,"Mình rất thất vọng với nướng, topping ngán, đồ ăn mất vệ sinh."
1,"Con Nokia này dùng đẹp, pin không nóng máy."
0,"Gia vị món cơm tấm quá khét, ăn không vô."
1,Trước tới giờ mình chỉ dùng DELL &amp; Asus. Hiện tại đang dùng Asus K46CA và khá hài lòng với những gì nó mang lại
1,"Rất hay, mong rằng thị trường sẽ có thêm nhiều sản phẩm sáng tạo made in Vietnam!"
0,"Vivo đơ quá, xài suốt mấy tháng là thấy sụt pin nhanh."
1,Quán này mì quảng là tuyệt vời nhất rồi.
0,"Không thể chấp nhận được iPad, quá kém."
1,"Mua Acer cho bố dùng, con khen đẹp."
1,Mua đi gần 8t thui. Mình là 1 trong những ng làm ra sản phẩm mình tự hào về sản phẩm này. Ko phải ai cũng có đủ tầm để sản xuất hàng loạt như samsung.
1,"Không có gì để chê ở Sony, quá ổn định."
0,"Không thể chấp nhận được món kem này, quá chua lè."
0,"Món gỏi cuốn vị tanh, không đáng tiền tí nào."
0,"Món nem cuốn vị khó ăn, không đáng tiền tí nào."
0,Điện thoại không tuyệt vời
1,"Dẫn bố đi ăn bún chả, người yêu khen quá đã."
0,Thất vọng!
1,"Món cà phê ở quán này tươi cực kỳ, ăn suốt mấy tháng vẫn ghiền."
1,nói chung là htc năm nay ổn rồi.chất lượng tổng thể ngon hơn hẳn các đời trước.
1,Huawei Matebook giá tốt máy ngon.
1,Mình có điện thoại Nokia 1280 đẻ nghe gọi và 1 máy bảng chạy khá nhanh để lướt web là tốt hơn vì không bị hại mắt!
1,"Con HP này dùng cao cấp, pin bình thường."
0,"Lenovo lỗi quá, xài cả tuần là thấy loạn cảm ứng."
0,"Không thể chấp nhận được món gỏi cuốn này, quá khó ăn."
1,"Mới ăn thử vịt quay ở đây, vị tươi lắm luôn."
0,Mua Vivo về dùng thử mà thấy lởm quá.
0,"Thực sự là ứng dụng đủ dùng nhưng mình cũng không thể chạy ngược xu thế, nhiều khi thấy mấy đứa bạn có những ứng dụng mà BB không cài được hoặc không dùng trơn tru...bực không thể tả, bỏ hơn chục chai có mỗi cái ứng dụng không sài được ức chế lắm bạn."
0,Úp cái tấm thớt lên mặt nói chuyện !
1,"iPhone thiết kế đẳng cấp, chip đẹp."
0,Với tầm giá này mà AirPods nóng vậy là không đáng tiền.
1,Với tầm giá này thì Vivo là mỏng nhất rồi.
0,"Samsung thiết kế yếu, loa thì hết pin nhanh."
0,Càng mỏng thì pin càng yếu
1,"Mới tậu con Huawei này về, xuất sắc cực kỳ luôn."
0,"Không thể chấp nhận được món kem này, quá ngấy."
1,"Dẫn chồng đi ăn bún chả, em trai khen ngon tuyệt."
1,Với tầm giá này thì iPad là tốt nhất rồi.
1,dep va sag trong
0,"Nokia thiết kế quá kém, màn hình thì không đáng tiền."
1,Rất muốn có 1 cái lens như vậy
1,"Món bún bò ngon hết sẩy, gia vị béo."
0,nhược điểm em này có lẽ nằm ở chỗ dung lượng thấp..
0,"Món bún bò ở quán này ôi quá, ăn một thời gian là thấy rất chán."
1,Quán này bún bò là xuất sắc nhất rồi.
0,"Món kem ở quán này nhạt quá, ăn suốt mấy tháng là thấy chán phèo."
0,Mua Xiaomi về dùng thử mà thấy loạn quá.
1,"Con AirPods này dùng đẳng cấp, pin nhanh."
1,Với tầm giá này thì Nokia là đáng tiền nhất rồi.
1,"Mới tậu con Huawei này về, tốt cực kỳ luôn."
1,Với tầm giá này thì HP là đáng tiền nhất rồi.
1,"Không có gì để chê ở món cơm tấm này, quá ngon."
1,"Mới tậu con Dell này về, hoàn hảo cực kỳ luôn."
1,"Acer thiết kế bền, hiệu năng phê lắm."
1,"Con Vivo này dùng mượt mà, pin phê lắm."
1,"Con Surface này dùng bền, pin tốt."
0,Vãi cả quẩng cáo cho nhà sam. S2 có cửa đòi ngồi chung mâm các con khác. Huawei the best sw còn chưa lên tiếng thì con sam kia nhìn đê tiện.
1,dùng Màn hình thấy khá ngon
0,"Món bánh xèo ở quán này đắng quá, ăn cả năm là thấy quá dở."
